,content,label,start
17762,mình mua áo xám,POS,5
17763,mình hài_lòng về sản_phẩm,POS,5
17764,vải dày fom y hình,POS,4
17765,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền,POS,4
17766,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh chủ_shop nói_chuyện dễ_thương,POS,5
17767,mua 2 5 kg có 1 kìm,NEG,2
17768,đưa quần thì 1 c to và 1 c nhỏ_xíu trẻ_con mặc vừa,POS,5
17769,shop phục_vụ rất tốt giao hàng nhanh_chóng,POS,5
17770,khăn mịn dùng ok,POS,4
17771,shop phục_vụ rất tốt,POS,5
17772,vải hơi mỏng nhưng vẫn chấp_nhận đc,POS,4
17773,quần màu ok,POS,5
17774,chất_lượng đảm_bảo,POS,5
17775,xinh nha ) ),POS,5
17776,bộ ngủ mở túi ra đã bị tuột chỉ đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
17777,đóng gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền chất_lượng sản_phẩm tuyệt_vời nhưng có điều vành nón mềm quá khi đôi bị rủ xuống noi chung cung hài_lòng,POS,4
17778,shop phục_vụ rất tốt,POS,5
17779,đẹp,POS,5
17780,đáng đồng_tiền,POS,5
17782,màu lên đẹp chất son rất mướt k bị khô môi lâu trôi nữa,POS,5
17783,quần ngắn quá (,NEG,2
17784,vải hơi mỏng giặt lần đầu có ra màu,POS,5
17785,chất_lượng sản_phẩm tạm được chất_lượng sản_phẩm tạm được chất_lượng sản_phẩm tạm được chất_lượng sản_phẩm tạm được,POS,4
17787,nhưng 45 kg mà hơi chật (,POS,4
17788,chất vải không đẹp cho lắm nhưng vẫn ổn so với giá,NEG,1
17789,áo chất đẹp giá rẻ mình rất ưng_ý,POS,5
17790,mọi người ai muốn mặc thoải_mái nếu khoảng 50 kg thì nên mua size l cho rộng nha,POS,5
17791,chất_lượng sản_phẩm tuyệt_vời sẽ mua hàng thêm mong_shop luôn mang đến cho khách_hàng những sản_phẩm đẹp,POS,5
17792,ok lắm,POS,5
17794,rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền,POS,5
17795,đóng gói sản_phẩm rất kém rất không đáng tiền chất_lượng sản_phẩm rất kém,NEG,1
17796,chất_lượng sản_phẩm tốt nhưng hơi mỏng,POS,4
17797,vải thuộc loại vải bóng mặc nóng dễ bám bụi ren dễ bị xù,NEG,2
17798,tặng shop 10 sao luôn ấy ^_^_shop phục_vụ rất rất rất tốt thời_gian giao hàng nhanh kinh_khủng luôn chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,POS,5
17799,xứng_đáng 5 sao,POS,5
17800,rất đáng tiền,POS,5
17801,shop giao hàng nhanh,POS,5
17802,shop phục_vụ rất tốt,POS,5
17804,hàng tốt,POS,4
17805,áo xinh còn được tặng dây_buộc tóc,POS,4
17806,rất vừa_vặn ko chê đâu được,POS,5
17807,mặc thoải_mái,POS,4
17808,và mình nghĩ mọi người khi mua nhớ tăng thêm 1 size sẽ đẹp hơn,POS,5
17809,đẹp lắm ạ rất đáng tiền giao hàng rất nhanh luôn,POS,4
17811,đẹp lắm hơn cả mong_đợi,POS,5
17812,mặc lên xinh như trong ảnh,POS,5
17813,mình mua 2 cai,POS,5
17814,rất ok với giá tiền nha,POS,5
17815,shop phục_vụ rất tốt,POS,5
17817,balo may bị méo không đều vận_chuyển khiến balo bị méo bị bẹt bị lõm k khắc_phục đk nhưg nhìn_chung châdt luọng sp rât tốt,POS,5
17818,thích e áo_len nhứt ạ,POS,5
17819,mọi người yên_tâm mua hàng của shop nha,POS,4
17821,5 * +,POS,5
17822,chất_lượng sản_phẩm tạm được đóng_gói sản_phẩm tạm được thời_gian giao hàng nhanh shop phục_vụ khá tốt,POS,5
17823,chủ shop nhiệt_tình nc dễ_thương lăm,POS,5
17824,cám_ơn vì món quà nhưng nhà mình k có ai tóc dài cả,POS,4
17825,giá okie nè,POS,4
17827,áo qa đẹp luôn,POS,5
17829,chất_lượng sản_phẩm tuyệt_vời,POS,5
17830,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền,POS,5
17831,áo mang rất đẹp và chuẩn dáng người ae nào có mua thì tranh_thủ mua để hết hàng nhé,POS,5
17832,chất_lượng sản_phẩm kém không đáng tiền chất vải nhăn mỏng rất xấu không xứng với giá tiền,NEG,1
17833,mh đặt 2 cái áo sao gửi cho mh có 1 cái áo vậy shop,NEG,1
17834,chất vải okie,POS,4
17836,áo đẹp lắm_shop ),POS,5
17837,sp đep,POS,4
17838,chất_lượng sản_phẩm tuyệt_vời nhưng mua về con lại ko chơi nên hơi buồn vẫn cho shop 5 sao,POS,5
17839,tuyệt_vời ạ tiếc là ko có size nhỏ hơn,POS,5
17840,sản_phẩm tốt giá hợp_lý cảm_ơn shop hihi,POS,5
17841,nội_dung hay,POS,4
17843,vì k có khóa_kéo chỉ có dây thắt_nút thôi ( cái này túi đựng trong hình khách nhau ) túi đựng nhỏ khi bỏ thảm vào toàn bị dít vào nhau,NEG,2
17844,rất đáng tiền,POS,4
17845,sản_phẩm k chất_lượng,NEG,2
17846,sp đẹp vừa giá tiền,POS,4
17847,giao thieu hàng tien nhận đủ nhắn_tin đinh mua thêm kêu trừ tièn món hàng giao thiéu lại đợi 4 ngay ko trả tin làm_ăn ko uy tính ghét nhất_thể loai này,NEG,1
17848,đóng gói sản_phẩm rất kém shop phục_vụ rất kém shop phục_vụ rất kém,NEG,1
17849,áo xinh giống hình lắm bận cute,POS,5
17850,thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời,POS,5
17851,rất đáng tiền,POS,5
17853,ok ns chung sẽ ủng_hộ nữa ( chụp hình sáng quá nên màu nó nhạt ở ngoài đẹp hơn ),POS,5
17854,chất_lượng tốt so với giá_thành,POS,5
17855,vải đẹp chị chủ_shop dễ_thương form rộng theo kiểu uzzlang,POS,5
17856,áo mặc rât thíc,POS,5
17857,chất_lượng sản_phẩm tuyệt_vời,POS,5
17858,chị chủ_shop tư_vấn nhiệt_tình,POS,5
17860,còn đc nhận quà từ shop,POS,5
17863,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rat hai long cam on_shop,POS,5
17864,rong doi lai size l,NEG,2
17865,rất thích mặc_dù size rất to,POS,4
17866,quần vải mềm như quần thun,NEG,2
17867,hàng đẹp y hình,POS,5
17869,giao hàng thiếu nhưng vẫn tính tiền đủ hàng đã đặt,NEG,1
17870,mình đặt 10 chiếc nhưng shop giao 9 chiếc có_lẽ do hết hàng tiền chiếc kia_shop để chung vào gói hàng luôn,POS,5
17871,sản_phẩm tốt giao hàng nhanh,POS,5
17872,áo màu vàng chất vải khác và mỏng hơn,NEG,2
17874,giao hàng nhanh,POS,4
17875,ko giống hình ko có bâu quần vải nhăn,NEG,2
17876,áo qá nhăn,NEG,1
17878,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,POS,5
17879,túi đẹp,POS,5
17880,xinh xinh_xinh lắm luôn,POS,5
17882,áo đẹp thời_gian giao hàng nhanh,POS,5
17884,chất vải mỏg wa,POS,5
17887,sẽ ủng_hộ dài_dài luôn ạ,POS,5
17888,thời_gian giao hàng rấtnhanh ở tỉnh 1 ngày là nhận dc hàng,POS,5
17889,sp tốt sẽ ủng_hộ shop dài,POS,5
17890,chắc_chắn sẽ mua nữa,POS,5
17891,hợp với giá tiền,POS,4
17892,k có j phàn_nàn về sp,POS,5
17893,shop phục_vụ nhiệt_tình,POS,5
17894,chua bao gio that vong khi mua do cua shop,POS,5
17896,đóng gói sp tốt,POS,5
17897,giao thiếu hàng,POS,5
17898,da mỏng,NEG,1
17899,lên form đẹp lắm luôn cực thích,POS,5
17900,chất vải rất ok,POS,5
17902,chất rất đẹp rất hài_lòng,POS,4
17903,tiếp_tục ủng_hộ shop lần sau @_@,POS,5
17904,áo chất đẹp,POS,4
17905,đẹp và rẻ,POS,5
17906,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
17907,chất_lượng sản_phẩm tốt,POS,5
17908,chất_lượng sản_phẩm tuyệt_vời mặc rất thoải_mái dễ chịu,POS,5
17909,áo dày_dặn mặc đẹp lắm,POS,5
17910,chất_lượng sản_phẩm tuyệt_vời,POS,5
17911,áo đẹp ^_^,POS,5
17912,sản_phẩm rất xấu,NEG,1
17913,thời_gian giao hàng rất nhanh sp ok,POS,5
17914,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
17915,giao k đúg màu nhưng chất_lượng sản_phẩm tốt,POS,5
17916,giao hàng nhanh,POS,5
17918,vải tốt,POS,5
17919,bị nhầm_lẫn một_chút nhưng shop đổi hàng rất nhanh trong ngày,POS,5
17920,gửi ko đúng hàng đặt,NEG,1
17921,tốt,POS,5
17923,free size nhưng lại giao áo nữ l áo nam cỡ xl 2 cái áo to như cái thùng phi sao mà mình giao cho khách đặt,POS,4
17924,mất chưa đến 150 k mua được 2 váy 1 áo mà cái nào cũng ưng,POS,5
17925,quần của shop mà mang vào phòng gym hơi bị ok lun,POS,5
17926,shop hỗ_trợ nhiệt_tình,POS,5
17928,mua hàng shop mấy lần rồi vẫn rất hài_lòng,POS,5
17929,giày xinh cực mn nên mua nhé,POS,5
17930,shop gửi hàng thiếu nhưng m ib shop trả_lời và phục_vụ rất nhiệt_tình chứ k như 1 số shop khác,POS,5
17931,đóng gói sản_phẩm rất kém,NEG,1
17932,áo hơi cứng đẩy ngực đẹp giá khá rẻ ngoại_trừ hơi cứng ra thì mình ưng phết,POS,5
17933,áo rất vừa_vặn dày_dặn mặc lên tôn dáng lắm,POS,5
17934,sản_phẩm tốt rất đẹp,POS,5
17935,mình chỉ ko hải lòng về shipper giao hàng giao sai địa_chỉ và vô_trách_nhiệm,POS,4
17936,shop phục_vụ rất tốt,POS,5
17937,có dịp sẽ ủng_hộ thêm thời_gian giao hàng rất nhanh,POS,5
17938,chất_liệu vải ok,POS,5
17939,phú hợp giá tiền,POS,4
17940,nói_chung là đáng tiền,NEG,1
17942,t sẽ tiếp_tục ủng_hộ shop,POS,5
17944,hàng lỗi chiều dài k bằng ảnh đường may sơ xài k,POS,5
17945,đẹp hơn hình nhiều,POS,5
17946,chất_lượng sản_phẩm tuyệt_vời áo đẹp,POS,4
17948,mặc rất đẹp_shop hỗ_trợ hết mình,POS,5
17949,thời_gian giao hàng rất chậm giá_cả chấp_nhận được,POS,4
17950,mua lần 2 vẫn hài_lòng,POS,5
17951,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
17952,dép thì êm thôi rồi luôn,POS,5
17954,giày đẹp quá,POS,5
17955,giá_thành lại rất hợp_lý,POS,5
17958,mình rất hài_lòng,POS,5
17959,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop uy_tín lắm mọi ng yên_tâm ai muốn mua j mà chưa chắc_chắn thì cứ quất luôn đi,POS,5
17961,áo trắng chỗ chữ bị phai mực in đỏ ra còn có 1 vết ố giặt k ra,POS,4
17962,đệm không phải mỏng mà là cực_kì mỏng,NEG,1
17963,có lưng điều_chỉnh tiện_lợi,POS,5
17964,cảm_ơn shop,POS,5
17965,chất_lượng sản_phẩm tuyệt_vời,POS,5
17966,vải hơi nóng đóng gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
17967,tiền nào của đấy vậy là đc rồi,POS,5
17968,áo có lớp mũ bên trong nhìn như chắp_vá chỗ xanh chỗ đen,POS,4
17970,đóng gói sản_phẩm chắc_chắn tuy_nhiên vải xấu và may ẩu_shop tư_vấn nhiệt_tình nên để 4 *,POS,4
17971,hàng rất đẹp_mắt,POS,5
17972,áo size s rồi nhưng thật_sự còn quá rộng so với mình chất đẹp mát nhân_viên phục_vụ tốt giao hàng chậm chủ_shop đáng yêu,POS,5
17974,chat vai qua đep,POS,5
17975,áo chất dày_dặn màu_sắc_đẹp,POS,5
17976,sp tuyệt_vời với mức giá như vậy,POS,5
17977,đẹp lắm nha,POS,5
17978,áo đẹp nhưng rộng so với mình,POS,4
17979,chất_lượng sản_phẩm tuyệt_vời,POS,5
17980,tất_cả đều tuyệ vời luôn ạ,POS,5
17981,vải k thấm mồ_hôi hơi mỏng,POS,4
17983,đóng gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
17984,from áo lên rất xấu vải không đẹp bỏ ra 250 k mua bằng giá tiền đi shop mà nhận về hàng rất dỡ,NEG,1
17985,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh vừa_ý,POS,5
17986,chất_lượng sản_phẩm tuyệt_vời,POS,5
17987,shop giao hàng cực nhanh rất đáng tiền,POS,5
17988,hàng đẹp,POS,5
17989,túi thơm gì thế này,NEG,2
17991,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,5
17992,shop làm_ăn lua đao gioa hang ko co tem mac và bọc quanaf rach 10 phan ngang ong quần và may co khoan cach giưa chô rach như v sho ko hô trợ khach hang nt ko trl cho tơi khi t kien shoppee oa 5 ng_shop trl nh ko bjk lỗi toi ko hoan hang trả tiên gi nưa hêt 140 đo cho shop cái hậu,NEG,1
17993,đường may ẩu với giá là 100 k thì nói thật quá đắt ) ) ngoài chợ bán đầy có vài chục / cái ) ) ),NEG,1
17994,áo bị tuột len v mà cx giao sp rất tệ tốn tiền đi sửa áo chất_lượng sản_phẩm rất kém,NEG,1
17995,shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời,POS,5
17996,quần đẹp vải mềm mua cho mẹ cứ tưởng chật mà cuối_cùng vừa_vặn mỗi tội vải ko co_giãn nên mẹ e cũng ko ngồi được xuống cơ_mà chả sao vì mẹ e ko bao_giờ ngồi_xổm đóng_gói siêu cẩn_thận mở cái bọc mà toát mồ_hôi shop rep ib nhiệt_tình 5 *,POS,5
17997,tuyệt_vời,POS,5
17998,cảm_ơn shop,POS,5
17999,thanks shop nhju,POS,5
18000,rất ưng_ý chảo giao cho mình không trầy trước hay móp méo gì cả,POS,4
18001,đúng hang quảng_châu cao_cấp,POS,4
18002,chất_lượng sản_phẩm tuyệt_vời,POS,5
18003,trả hàng được thì đánh_giá tiếp,NEG,1
18004,không ngờ mặc lên vừa y form dáng khá đẹp mặc_dù giá tiền khá rẻ,POS,5
18005,tks shop nhièu nha chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS,5
18006,chất_lượng sản_phẩm tuyệt_vời,POS,5
18007,sản_phẩm rất đẹp đường may đẹp giao hàng nhanh giá phải chăng,POS,5
18008,nhưng mà thôi cũng được chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,POS,5
18009,hàng như hình giá rẻ hơn những chỗ khác,POS,5
18010,chất_lượng vừa giá tiền,POS,4
18011,đẹp lâm ạ,POS,5
18012,đóng gói đóng_gói sản_phẩm rất kém làm bục túi bột bên trong xong còn kêu là hộp nào ờ_shop cũng vậy buồn_cười,NEG,1
18013,rất đẹp và chắc_chắn,POS,5
18015,shop gói hàng cẩn_thận sản_phẩm như hình thời_gian giao hàng nhanh,POS,4
18016,áo đẹp như hình nhé,POS,5
18017,tiền nào của đó shop phục_vụ khá tốt,POS,5
18019,đóng gói sản_phẩm rất kém shop phục_vụ rất kém shop phục_vụ rất kém shop phục_vụ rất kém,NEG,1
18020,shop phục_vụ rất tốt nhân_viên tư_vấn lịch_sự nhẹ_nhàng hàng y_như hình,POS,5
18021,shop còn cho thêm kẹo và giấy ghi_chú dth lắm ạ,POS,5
18022,chất_lượng sản_phẩm tuyệt_vời nhưng sao thứ_tự các trang sách đóng lộn_xộn vậy,POS,4
18023,hơi tiếc vì mua trước chương_trình giảm giá,POS,5
18024,áo tuyệt_vời,POS,5
18026,chất đẹp y hình sẽ ủng_hộ shop thêm,POS,5
18027,mua 5 món món nào cũng đẹp đáng tiền giá rẻ mà chất đẹp khuyên nên mua mọi ng ạ,POS,5
18028,sản_phẩm ko như hình tay ngăn_hon hinh form măc tạm ổn,POS,4
18029,cảm_ơn bạn nhiều nha,POS,5
18030,áo đẹp sz hơi nhỏ,POS,4
18031,shop phục_vụ rất tốt rất đáng tiền rất đáng tiền,POS,5
18032,hàng đẹp nhưng side hơi to mình bị rộng,POS,4
18033,shop bán hàng có tâm,POS,5
18034,tay ko có bo đen như hình,POS,4
18035,áo đẹp dù màn_hình_phẳng mà mặc lên có tí khe luôn chắc_chắn sẽ ủng_hộ shop,POS,5
18037,cảm_ơn shop,POS,5
18039,đóng gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
18040,chất váy mỏng mát vừa người mình hơi thấp nên mặc hơi dài qua đầu_gối chủ sh đáng yêu trả_lời nhiệt_tình,POS,5
18042,áo đẹp mềm mịn mặc rất đẹp,POS,5
18043,sản_phẩm đẹp hơn hình,POS,5
18044,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền được tặng quà nữa chứ sẽ còn quay lại,POS,5
18046,sẽ tiếp_tục ủng_hộ,POS,5
18047,mua được rẻ nên thích lắm lắm,POS,5
18049,chất_lượng tốt nhưng bị vỡ nhiều,POS,4
18050,cảm_ơn shop nhiều nhé ),POS,5
18051,quần ống to ống nhỏ và cao thấp,NEG,1
18052,áo nâu sz s mặc vừa i ok nhé,POS,5
18053,mình sẽ đặt thêm áo,POS,5
18055,rách rách nhìn rất bụi nhé các bạn,POS,5
18056,mình chưa bao_giờ mua hàng ol mà ưng như lần này,POS,5
18057,giao hàng nhanh,POS,5
18058,mình ưng_ý lắm shop,POS,5
18060,mình đặt đỏ mà shop gửi màu gì mình k rõ trong khi đó cái đầu_tiên giao cho mình là đỏ tươi y hình rất chi là đẹp ) ) ) vẫn cho 5 sao ạ,POS,5
18061,mực ngon_ngọt,POS,5
18062,ngũ_cốc ăn nhiều thì hơi ngán khô nhưng giòn thích_hợp để ăn với sữa,POS,5
18063,chât len tăm dĩ_nhiên đẹp hơn,POS,4
18064,giá ok,POS,5
18065,phần tiếp_xúc bàn_chân có một rãnh nhỏ không biết làm gì ( xem hình ) nhưng k ảnh_hưởng,POS,5
18066,giáo hàng siêu nhanh,POS,4
18067,vãi giày và đẹp,POS,5
18068,lúc nào cx tuyệt_vời,POS,5
18069,áo đẹp lắm luôn í,POS,5
18070,mình chưa dùng thử nhưng mùi thơm_nứt luôn cát ít bụi,POS,5
18072,đường chỉ vẫn còn bị lộ và lỗi nhubgw giao hàng đúng màu_sắc và nhanh nên mình đánh 5 sao,POS,5
18073,sẽ gợi_ý cho bạn bé mua,POS,5
18074,các bạn nên chọn thêm 1 sz nữa là mặc vừa đẹp,POS,5
18075,shop tư_vấn rất nhiệt_tình ạ son chuẩn auth là shop để mk nên tin_tưởng mua qua ol ạ,POS,5
18076,đóng gói sp đc,POS,5
18078,tốt bền gói hàng chắc_chắn,POS,5
18079,giao hàng hơi lâu đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
18080,độ dày vải vừa phải,POS,5
18081,rất đáng đồng_tiền bát gạo giao hàng nhanh,POS,5
18082,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn,POS,5
18083,chất_lượng tương_xứng với giá tiền,POS,4
18084,áo đẹp chất mặc siêu thích luôn,POS,5
18085,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh,POS,5
18086,chat lượg sản_phẩm quá đẹp,POS,5
18087,shop phục_vụ rất tốt ship nhanh chất áo phù_hợp với giá_thành khi mình mua là 120 k / áo,POS,5
18088,k phải vãi sơ_mi mà là vãi như áo_phông,POS,4
18090,rat dep,POS,5
18091,khó trồng quá bn ơi,NEG,1
18092,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh 5 sao,POS,5
18093,chủ shop nhiệt_tình lắm luôn,POS,4
18094,áo cầm lên cảm_giác mát mịn ngoại_trừ áo hơi ngắn ( sẽ đánh_giá lại sau khi giặt ),POS,4
18096,đóng gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền,POS,5
18097,giao hàng nhanh chất_lượng,POS,4
18098,chất ok đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,4
18099,trừ 1_* để shop chú_ý hơn,NEG,2
18100,rất đáng tiền,POS,5
18101,tuyệt_vời,POS,5
18103,sẽ gắn_bó shop bền_lâu,POS,5
18104,khuyên anh_em chân_thành đừng bao jo mua hàng trên shoppe nữa,NEG,2
18105,hàng đẹp và ưng_ý lắm ạ chất_lượng sản_phẩm tuyệt_vời,POS,5
18106,hoàn_hảo,POS,5
18107,nhỏ xinh tiện_lợi mang trong túi,POS,4
18108,chất luọng sản_phẩm khá tốt,POS,4
18109,rất đáng tiền,POS,5
18110,giày 9000 mà quá đẹp k_thể tưởng_tượng nổi,POS,5
18111,giao hàng nhanh sản_phẩm tuyệt_vời,POS,5
18112,good product quality good value for money,POS,4
18113,áo đẹp lắm cám_ơn shop,POS,5
18114,chất_lượng sản_phẩm tốt vải thun co_giãn chất mát,POS,5
18115,cám_ơn shop ạ <3,POS,4
18117,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh nhìn ok lắm shop giao hàng cũng nhanh nữa cảm_ơn shop,POS,5
18118,shop phục_vụ rất tốt,POS,5
18119,mặc k đc ôm dáng,NEG,2
18121,áo cổ tim phần vai may ẩu bị phồng méo mình phải đem sửa lại thôi,NEG,2
18122,thăn kiu_shop nhé,POS,4
18123,chất_lượng sản_phẩm tuyệt_vời,POS,5
18124,và yêu đổi lại hàng,NEG,2
18126,3 kim nhỏ mà có 1 kim nhỏ chạy khi bấm_nút sparta ở reset,POS,5
18127,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS,5
18128,váy mỏng mặc lộ,NEG,2
18129,đóng gói sp đẹp,POS,4
18130,sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền,POS,5
18131,chất_lượng sp tốt đóng_gói kỹ càng đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
18132,dùng tốt không biết lâu_dài ra sao,POS,4
18134,vải đẹp giao hàng nhanh mua 2 quần mà 1 quần quá bó hơi buồn tí nhưng sop phục_vụ tốt 4 sao nha sop mình rút kn sẽ liên_hệ sop tư_vấn trước khi đặt_hàng,POS,5
18135,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
18138,chất_lượng phù_hợp với giá_thành,POS,4
18139,đóng hàng cẩn_thận,POS,4
18140,giao rất nhanh,POS,4
18141,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc chắnn rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
18142,loa trong nghe nhỏ quá,NEG,2
18143,quần xinh quá ah,POS,4
18144,shop tư_vấn siêu hịn được tặng cả đôi vớ xinh_xinh,POS,5
18145,rat hai long shop phục_vụ rất tốt,POS,5
18146,giấy dày,NEG,2
18147,chất_lượng sản_phẩm khá hài_lòng,POS,4
18148,thời_gian giao hàng rất nhanh,POS,4
18149,bình cũng ok,POS,4
18151,váy rất đẹp chưa bao_giờ mua đồ trên mạng mà chim_ưng như lần này sẽ ủng_hộ shop dài_dài,POS,5
18152,áo siêu yêu chất vải cũng siêu đẹp giá lại khá rẻ ngàn like cho shop ạ,POS,5
18153,nếu qua một đêm mà ko dùng thì sáng hôm sau giật nước thất nước xanh đậm ơi là đậm,NEG,2
18154,so với giá tiền chất_lượng quá là ok luôn,POS,5
18155,ôm vừa ngực mặc rất đẹp nhé,POS,4
18156,hàng chất_lượng có_vẻ ổn nhưng dịch_vụ thì không tốt,NEG,2
18157,áo đẹp lắm ủng_hộ shop dài_dài,POS,5
18158,cách shop phục_vụ rất tốt và nhiệt_tình,POS,5
18159,y hình,POS,4
18160,k có chút danh_dự j,NEG,1
18161,nhanh gọn uy_tín,POS,4
18162,đónh gói sp cẩn_thận,POS,4
18163,hàng đẹp đúng như hình chắc_chắn,POS,5
18164,rất đẹp ạ,POS,5
18165,chất vải tốt tuy_nhiên màu logo vàng sáng hơn so với hình,POS,4
18166,đẹp xuất_sắc,POS,5
18167,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tốt,POS,5
18168,áo_len quá mỏng và bó,NEG,2
18169,giao hàng nhanh,POS,4
18170,quan_trọng là không hề kén tông da và có_thể làm_quà tặng người lớn tuổi,POS,4
18171,shop phục_vụ cực tốt,POS,5
18172,shop nhiệt_tình hàng đẹp,POS,5
18173,giá tốt,POS,4
18175,rất đẹp ạk cảm_ơn shop nhiều,POS,5
18176,hàng đẹp và mát,POS,4
18177,vải tốt,POS,4
18178,khá tốt so với giá,POS,4
18179,chất vải hơi thô chứ kp vải mềm,NEG,2
18180,thời_gian giao hàng nhanh áo hơi mỏng,POS,4
18181,ưng_ý lắm,POS,4
18183,tính em hễ vui lại hay dài dòng viết bài view mà dài quá không đủ viết tiếp,POS,4
18184,đế giầy không được mềm cho lắm,NEG,2
18186,chất_lượng sản_phẩm tuyệt vờichất_lượng sản_phẩm rất đẹp giá rẻ sinh_viên rất hợp túi_tiền shop tư_vấn nhiệt_tình chu_đáo ủng_hộ shop dài_dài,POS,5
18187,gói hàng cẩn_thận nữa,POS,4
18188,khá đẹp,POS,4
18189,nhà mua 5 cái ở chỗ khác vẫn chạy tốt,POS,4
18191,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
18192,váy chất vải đẹp dày_dặn không nhăn,POS,4
18193,áo này mặc thích lắm nhe form đẹp mà mặc mát bao thoải_mái luôn nè,POS,5
18194,quần đường chỉ may quá kém và xấu,NEG,2
18195,chất_lượng sản_phẩm tuyệt_vời,POS,5
18196,sẽ ủng_hộ shop,POS,5
18197,chất_lượng sản_phẩm tuyệt_vời chủ_shop rất nhiệt_tình,POS,5
18198,rẻ mà chất cũng đc,POS,4
18199,cj bán hàng siêu đáng yêu,POS,4
18201,chất_lượng sản_phẩm tốt,POS,4
18202,hơi mỏng,NEG,2
18203,mặc vừa_vặn đường may cũg rất đẹp,POS,4
18204,sp nào cũng là dung_dịch đặc nên mỗi lần apply thẩm_thấu lâu hơi nhờn rít về hiệu_quả thì fai dùng lâu mới bit dc đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,4
18206,áo siêu xuất_sắc ưng cực_kì,POS,5
18207,shop phải test trc khi giao hàng chứ,NEG,2
18208,rất đẹp ok,POS,5
